name|address|city|state|zip_code|day|time|info
 11207 Valley Ford Road| 11207 Valley Ford Rd|53855|53855|"
"|Monday at 7:30:00 PM|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 Sonoma Valley Fellowship Hall| 276 E Napa St|Sonoma|CA|95476|"Sunday|Monday|Tuesday|Wednesday|Thursday|Friday|S"|"7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM|urday"|"Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access"
 Sonoma Valley Fellowship Hall| 276 E Napa St|Sonoma|CA|95476|"Friday|Sunday|Sunday|Monday|Friday|Monday|Wednesday|Tuesday|Thursday|Thursday"|"10:30:00 AM|7:00:00 PM|10:30:00 AM|5:30:00 PM|5:30:00 PM|10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM|1:00:00 PM"|"AA Big Book Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Closed AA Meeting, AA Discussion Meeting, AA Meeting With Wheelchair Access|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA 12 Step Meeting, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA 12 Step Meeting, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access"
 Church| 16290 Arnold Dr|53851|53851|95476|Monday at 7:00:00 PM|AA Big Book Meeting, AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access|AA Big Book Meeting, AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 | 6323 W. 80th St. (Church)|53850|53850|"
"|Sunday at 7:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 6323 W 80TH ST WESTCHESTER, CA 90045| 6323 W 80th St|WESTCHESTER|CA|90045|Sunday|7:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 1818 MONTEREY BL HERMOSA BEACH, CA 90254| 1818 Monterey Blvd|HERMOSA BEACH|CA|90254|Sunday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 6700 W 83RD ST WESTCHESTER, CA 90045| 6700 W. 83rd St (Church)|53847|53847|"
"|"Sunday at 8:00p|Sunday at 8:00:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 6700 W 83RD ST WESTCHESTER, CA 90045| 6700 W. 83rd St (Church)|53846|53846|"
"|"Sunday at 5:30p|Sunday at 5:30:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|Sunday|10:00a|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Sunday|10:00:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|Saturday|12:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|Saturday|7:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 12130 Birch Ave (Alano Club)|Hawthorne|CA|"
"|Saturday|10:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|"Saturday|Saturday"|"12:00:00 PM|7:30:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 6561 W 88TH ST WESTCHESTER, CA 90045| 6561 W 88th St|WESTCHESTER|CA|90045|Saturday|8:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | Holy Family House ( 15th st. across from parking) American Martyrs Church|Manhattan Bch|CA|90260|Saturday|10:00a|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 1701 LAUREL AVE MANHATTAN BEACH, CA 90266| 1701 Laurel Ave|MANHATTAN BEACH|CA|90266|Saturday|7:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 339 SHELDON ST EL SEGUNDO, CA 90245| 339 Sheldon St|53836|53836|90245|"Saturday at 7:00:00 PM|Saturday at 7:00p"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|"Friday|Friday"|"8:00p|8:00:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|"Friday|Friday"|"5:30p|5:30:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|"Sunday|Sunday|Friday|Saturday"|"7:30p|7:30:00 PM|11:30:00 AM|2:30:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 540 MAIN ST| 540 Main St|53832|53832|90245|"Friday at 7:30:00 PM|Friday at 7:30p"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 339 SHELDON ST EL SEGUNDO, CA 90245| 339 Sheldon St|53831|53831|90245|Friday at 12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 630 ARENA ST EL SEGUNDO, CA 90245| 630 Arena St|53830|53830|"
"|Friday at 7:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 339 Sheldon St (Rec. Cntr. Bldg)|El Segundo|CA|"
"|Friday|12:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Thursday|10:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Thursday|5:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 303 S. Peck Ave (Church Fireside room)|Manhattan Bch|CA|90266|Thursday|7:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 303 S PECK AVE MANHATTAN BEACH, CA 90266| 303 S Peck Ave|MANHATTAN BEACH|CA|90266|Thursday|7:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 13560 HAWTHORNE BL HAWTHORNE, CA 90250| 13560 Hawthorne Blvd. (Church)|Hawthorne|CA|"
"|"Thursday|Thursday"|"7:30p|7:30:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 | 1001 N. Rowell Ave|Manhattan Bch|CA|90266|Thursday|7:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 339 SHELDON ST EL SEGUNDO, CA 90245| 339 Sheldon St|53822|53822|90245|Thursday at 7:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 339 Sheldon St (Rec. Cntr. Bldg)|El Segundo|CA|"
"|Thursday|7:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|Wednesday|11:30a|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|"Wednesday|Wednesday"|"8:00p|8:00:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 | 12130 Birch Ave. ( Alano Club)|Hawthorne|CA|"
"|"Wednesday|Wednesday"|"5:30p|5:30:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Wednesday|11:30:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Wednesday|6:45:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 3007 VAIL AVE REDONDO BEACH, CA 90278| 3007 Vail Ave|REDONDO BEACH|CA|"
"|Wednesday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 339 SHELDON ST EL SEGUNDO, CA 90245| 339 Sheldon St (Rec. Cntr Bldg )|53814|53814|"
"|Wednesday at 5:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 339 SHELDON ST EL SEGUNDO, CA 90245| 339 Sheldon St|EL SEGUNDO|CA|90245|Wednesday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 339 Sheldon St (Rec. Cntr. Bldg)|El Segundo|CA|"
"|Wednesday|12:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 339 Sheldon St (Rec. Cntr Bldg )|El Segundo|CA|"
"|Wednesday|5:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|"Friday|Monday|Saturday|Thursday|Tuesday|Wednesday"|"6:45a|6:45a|7:00a|6:45a|6:45a|6:45a"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|Tuesday|5:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|Tuesday|12:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|"Tuesday|Thursday"|"8:00:00 PM|11:30:00 AM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Tuesday|5:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Tuesday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 1001 N ROWELL AVE MANHATTAN BEACH, CA 90266| 1001 Rowell (Church)|Manhattan Bch|CA|"
"|Tuesday|7:30p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 624 15th Street//Laurel Ave [American Martyrs Church Cafeteria] Enter off 15th Street into playground parking lot]|53803|53803|"
"|Tuesday at 7:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 1701 LAUREL AVE MANHATTAN BEACH, CA 90266| 1701 Laurel Ave|53802|53802|90266|Tuesday at 7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 339 Sheldon St (Rec. Cntr. Bldg)|El Segundo|CA|"
"|"Tuesday|Tuesday"|"7:00p|7:00:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Monday|8:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Monday|5:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave|HAWTHORNE|CA|90250|Monday|11:30:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 12130 BIRCH AVE HAWTHORNE, CA 90250| 12130 Birch Ave. (Club)|Hawthorne|CA|"
"|"Sunday|Sunday|Monday|Tuesday|Thursday|Friday|Saturday"|"7:00a|7:00:00 AM|6:45:00 AM|6:45:00 AM|6:45:00 AM|6:45:00 AM|7:00:00 AM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 | 4679 W. El Segundo Blvd [St George s Episcopal Church]|Hawthorne|CA|90250|Monday|7:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4679 W EL SEGUNDO BLVD HAWTHORNE, CA 90250| 4679 W El Segundo Blvd|HAWTHORNE|CA|90250|Monday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 1001 N ROWELL AVE MANHATTAN BEACH, CA 90266| 1001 Rowell (Church)|Manhattan Bch|CA|"
"|Monday|8:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 339 SHELDON ST EL SEGUNDO, CA 90245| 339 Sheldon St|53793|53793|90245|Monday at 12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 400 S SEPULVEDA BLVD EL SEGUNDO, CA 90245| 400 S Sepulveda Blvd|EL SEGUNDO|CA|90245|Monday|7:00:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 339 Sheldon St (Jocelyn Center)|53791|53791|"
"|Monday at 12:00p|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 | 400 S. Sepveda Blvd|53790|53790|"
"|Monday at 7:00a|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 2517 Ocean Dr| Oxnard|53788|53788|"
"|Sunday at 9:00:00 AM|AA Birthday / Anniversary Meeting, Chip Meeting|AA Birthday / Anniversary Meeting, Chip Meeting
 Private Residence| 460 S F St|53787|53787|93030|Sunday at 7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 Oxnard Alano Club| 4910 S C St|53786|53786|93033|"Saturday at 7:00:00 AM|Sunday at 7:00:00 AM|Tuesday at 7:00:00 AM|Thursday at 7:00:00 AM|Friday at 7:00:00 AM|Sunday at 7:00:00 AM|Tuesday at 7:00:00 AM|Thursday at 7:00:00 AM|Friday at 7:00:00 AM"|"AA Birthday / Anniversary Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"|"AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting|AA Birthday / Anniversary Meeting"
 Community Bible Mission Chuch| 1500 Mariner Dr|53784|53784|93033|Saturday at 8:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 545 South B Street| 350 S A St|53780|53780|93030|Wednesday at 7:00:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 Base Chapel Classroom| 3201 N Ventura Rd|53778|53778|93043|Tuesday at 12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 Oxnard Alano Club| 4910 S C St|53775|53775|93033|Monday at 7:00:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 Warr Acres Place| 4848 N MacArthur Blvd|Oklahoma City|OK|"
"|"Sunday|Sunday"|"9:00:00 AM|9:00:00 AM"|"Men, Smoking Permitted|Men, Smoking Permitted"
 undefined| 5840 NW 50th St|Warr Acres|OK|"
"|"Sunday|5840 NW 50th St"|"10:00:00 AM|"|"|Warr Acres, OK"
 Warr Acres Place| 4848 N MacArthur Blvd|Oklahoma City|OK|"
"|"Sunday|Sunday|Monday|Monday|Monday|Wednesday|Thursday|Wednesday|Thursday|Thursday|Friday|Saturday|Saturday"|"12:00:00 PM|7:00:00 PM|5:30:00 PM|12:00:00 PM|5:30:00 PM|5:30:00 PM|12:00:00 PM|5:30:00 PM|12:00:00 PM|5:30:00 PM|5:30:00 PM|12:00:00 PM|7:00:00 PM"|"Open AA Meeting (Alcoholics Anonymous), Smoking Permitted, AA 12 Step Meeting|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Smoking Permitted, AA 12 Step Meeting|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Smoking Permitted, AA 12 Step Meeting|Smoking Permitted|AA Big Book Meeting, Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Smoking Permitted|AA Big Book Meeting, Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted"
 1425 1/2 N. Rockwell, Oklahoma City, OK 73127, USA| 1425 1/2 N Rockwell Ave|Oklahoma City|OK|"
"|Saturday|11:00:00 AM|AA Big Book Meeting, Closed AA Meeting (Alcoholics Anonymous), Women
 1425 1/2 N. Rockwell, Oklahoma City, OK 73127, USA| 1425 1/2 N Rockwell Ave|Oklahoma City|OK|"
"|Saturday|9:15:00 AM|Men, Smoking Permitted
 New Covenant Church| 1200 N Rockwell Ave|Oklahoma City|OK|"
"|Friday|12:10:00 PM|AA Big Book Meeting, Open AA Meeting (Alcoholics Anonymous)
 New Hope United Methodist Church| 11600 N Council Rd|Oklahoma City|OK|"
"|Thursday|10:00:00 AM|AA Big Book Meeting, Open AA Meeting (Alcoholics Anonymous)
 6601 N MacArthur Blvd Room 118, Warr Acres, OK 73132, USA| 6601 N MacArthur Blvd #118|Warr Acres|OK|"
"|Wednesday|12:00:00 PM|AA Big Book Meeting, Open AA Meeting (Alcoholics Anonymous)
 Behind Lake Ovh Naz Church| 3913 N Shannon Ave|Bethany|OK|"
"|"Tuesday|Thursday"|"7:00:00 PM|7:00:00 PM"|"AA Big Book Meeting, Closed AA Meeting (Alcoholics Anonymous), Men|Closed AA Meeting (Alcoholics Anonymous), Men, AA 12 Step Meeting, Tradition Study"
 Mabel Fry Public Library| 1055 Richmond Rd|Staten Island|NY|10304|Saturday|12:00 AM|Candlelight, Closed, Discussion
 undefined| 5943 NW 23rd St|Oklahoma City|OK|"
"|"Monday|5943 NW 23rd St|Tuesday|5943 NW 23rd St|Wednesday|Thursday|5943 NW 23rd St|Friday"|"12:10:00 PM||12:10:00 PM||12:10:00 PM|12:10:00 PM||12:10:00 PM"|"|Oklahoma City, OK||Oklahoma City, OK|AA Big Book Meeting||Oklahoma City, OK|AA 12 Step Meeting"
 undefined| 5840 NW 50th St|Warr Acres|OK|"
"|"Sunday|5840 NW 50th St|Monday|Tuesday|Wednesday|5840 NW 50th St|Thursday|5840 NW 50th St|Friday|Saturday|5840 NW 50th St"|"8:00:00 PM||8:00:00 PM|8:00:00 PM|8:00:00 PM||8:00:00 PM||8:00:00 PM|8:00:00 PM|"|"|Warr Acres, OK|AA Big Book Meeting|AA 12 Step Meeting||Warr Acres, OK||Warr Acres, OK|Tradition Study||Warr Acres, OK"
 1425 1/2 N. Rockwell, Oklahoma City, OK 73127, USA| 1425 1/2 N Rockwell Ave|Oklahoma City|OK|"
"|"Sunday|Sunday|Monday|Monday|Monday|Tuesday|Tuesday|Tuesday|Wednesday|Wednesday|Wednesday|Thursday|Thursday|Thursday|Thursday|Friday|Friday|Friday|Saturday|Saturday|Saturday|Saturday"|"2:00:00 PM|8:00:00 PM|12:10:00 PM|5:30:00 PM|8:00:00 PM|12:10:00 PM|5:30:00 PM|8:00:00 PM|12:10:00 PM|5:30:00 PM|8:00:00 PM|6:30:00 AM|5:30:00 PM|6:45:00 PM|8:00:00 PM|5:30:00 PM|8:00:00 PM|10:00:00 PM|11:00:00 AM|11:00:00 AM|2:00:00 PM|8:00:00 PM"|"Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Smoking Permitted|Smoking Permitted, AA 12 Step Meeting|Smoking Permitted, AA 12 Step Meeting|Smoking Permitted|AA Big Book Meeting, Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|AA Big Book Meeting, Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|AA Big Book Meeting, Smoking Permitted|Smoking Permitted|Smoking Permitted|Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Smoking Permitted|AA Big Book Meeting, Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Open AA Meeting (Alcoholics Anonymous), Smoking Permitted|Smoking Permitted|Smoking Permitted|Smoking Permitted, AA 12 Step Meeting|Smoking Permitted"
 New Covenant Ch| 12000 N Rockwell Ave|Oklahoma City|OK|"
"|Monday|12:10:00 PM|AA Big Book Meeting
 RINK Gallery| 3200 N Rockwell Ave|Bethany|OK|"
"|"Sunday|3200 N Rockwell Ave|Monday|3200 N Rockwell Ave|Tuesday|3200 N Rockwell Ave|3200 N Rockwell Ave|Thursday|3200 N Rockwell Ave|3200 N Rockwell Ave|Saturday|3200 N Rockwell Ave"|"5:10:00 AM||5:10:00 AM||5:10:00 AM|||5:10:00 AM|||5:10:00 AM|"|"|Bethany, OK||Bethany, OK||Bethany, OK|Bethany, OK||Bethany, OK|Bethany, OK||Bethany, OK"
 undefined| 5914 NW 16th St|Bethany|OK|"
"|"Monday|Tuesday|5914 NW 16th St|Wednesday|5914 NW 16th St|Thursday|Friday|Saturday|5914 NW 16th St|Saturday"|"8:00:00 PM|8:00:00 PM||8:00:00 PM||8:00:00 PM|8:00:00 PM|8:00:00 PM||8:00:00 PM"|"||Bethany, OK||Bethany, OK|||Spanish Speaking AA Meeting|Bethany, OK|Spanish Speaking AA Meeting"
 | 10576 W. Alameda Ave. #2|Lakewood|CO|"
"|"Friday|Monday"|"12:00 PM|12:00 PM"|"AA - Unspecified Alcoholics Anonymous Meeting|AA - Unspecified Alcoholics Anonymous Meeting"
 | 5455 W. 38th Ave. Unit M|Wheat Ridge|CO|"
"|Friday|6:00 PM|Beginner's AA Meeting (Alcoholics Anonymous)
 | 10576 W. Alameda Ave. #2 238-1229|Lakewood|CO|"
"|Thursday|12:00 PM|Women's AA Meeting
 | 5455 W. 38th Ave. Unit M|Wheat Ridge|CO|"
"|Thursday|1:00 PM|AA - Unspecified Alcoholics Anonymous Meeting
 | 5455 W. 38th Ave. Unit M|Wheat Ridge|CO|"
"|Tuesday|8:30 PM|AA - Unspecified Alcoholics Anonymous Meeting
 | 10576 W. Alameda Ave #2 238-1229|Lakewood|CO|80226|"Friday|Monday|Thursday|Tuesday|Wednesday"|"6:30 AM|6:30 AM|6:30 AM|6:30 AM|6:30 AM"|"AA - Unspecified Alcoholics Anonymous Meeting|AA - Unspecified Alcoholics Anonymous Meeting|AA - Unspecified Alcoholics Anonymous Meeting|AA - Unspecified Alcoholics Anonymous Meeting|AA - Unspecified Alcoholics Anonymous Meeting"
 | 10576 W. Alameda Ave. #2|Lakewood|CO|"
"|"Friday|Monday|Tuesday|Wednesday"|"12:00 PM|12:00 PM|12:00 PM|12:00 PM"|"Beginner's AA Meeting (Alcoholics Anonymous)|Beginner's AA Meeting (Alcoholics Anonymous)|AA Big Book Meeting of Alcoholics Anonymous|Beginner's AA Meeting (Alcoholics Anonymous)"
 10 de Junio| 2152 NW 36th St|Miami|FL|33142|"Saturday|Thursday|Friday|Wednesday|Monday|Tuesday|Sunday"|"8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM"|"Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting"
 Encuentro| 2277 NW 28th St|Miami|FL|33142|"Saturday|Friday|Thursday|Wednesday|Tuesday|Monday|Sunday"|"8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|3:00:00 PM"|"Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting"
 Boulevard Club| 1400 NE 125th St|North Miami|FL|33161|Sunday|9:00:00 AM|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access
